amount,transaction_hour,merchant_risk,chargeback_count,foreign_txn,cluster
191.49435118953892,20,0.7144484939393951,1,0,3
119.557178417247,22,0.4024307256477919,0,0,0
110.58268674967628,17,0.18798387207603384,0,0,0
110.58418354654405,20,0.5408595788250777,0,0,0
371.97715297845207,15,0.225336911454328,1,0,3
229.33649847713778,10,0.9742875560126001,0,1,2
90.48624013927193,9,0.3903399140119541,0,0,1
197.58515787449707,8,0.9096649716091162,0,0,1
159.91682112517174,11,0.2255539966036243,0,0,1
17.273195479246834,18,0.18920900530577645,0,0,0
53.6993826150165,0,0.6169011290397374,0,0,1
168.49325098785306,17,0.7793790783033206,0,1,2
349.21414939868225,13,0.5667645638523757,0,1,2
111.34817479673168,21,0.22979568360525937,0,1,2
84.64219512434428,20,0.03789436288399606,1,1,2
145.12060331777326,0,0.6182888211910051,1,1,2
80.42275845744781,16,0.1310372253655483,0,1,2
105.41931049113508,10,0.3431763870323312,0,0,1
131.94419831522117,19,0.6757847536712315,0,0,0
51.210984387510685,14,0.09802344058293189,0,0,0
237.60480753705113,3,0.1272514797839558,0,0,1
42.814515702323206,14,0.06166620730740413,0,0,0
37.82347550677387,21,0.9960791289068266,0,0,0
154.7160334310508,21,0.38707676860158124,0,0,0
225.06830463832404,13,0.9057951677346345,0,0,0
151.82684594856565,21,0.2935856384242821,0,0,0
121.74233416676806,0,0.7532025651404958,0,0,1
104.59051479867794,8,0.2190666163123789,0,0,1
91.19278645493203,6,0.49832470964825026,0,0,1
275.023944041556,22,0.8246157392957796,0,0,0
169.68351515119377,10,0.8163343988950826,0,0,1
97.38550509269233,22,0.7942807173626745,0,0,0
74.92852234492457,1,0.8237344130385529,0,0,1
207.00951653662992,1,0.21147228130587925,0,0,1
270.6753338721774,5,0.48221627256038646,0,0,1
254.49678254423108,22,0.4848714745971586,0,0,0
64.08376385690775,18,0.8905024873479125,0,0,0
103.87982410300994,19,0.2968918293994288,1,0,3
89.71479740160788,13,0.9314958933890483,0,0,0
115.06304926287909,2,0.45079573630609904,1,1,2
236.0870818690605,6,0.6697870031774188,0,0,1
328.18099657657683,6,0.26888311227933437,2,0,3
174.27897122467988,3,0.4102981068313073,0,1,2
77.18756984737738,22,0.7098009320691404,0,1,2
129.66735719111233,4,0.5127471418510093,0,0,1
369.00316280588675,16,0.9307080116883338,1,0,3
142.52708812430822,3,0.7371249658974774,1,0,3
104.77477620604617,22,0.5644029255105999,0,0,0
111.90820894410228,12,0.8866697566522082,0,0,0
173.72106912384098,15,0.6655563887887443,0,0,0
66.05053876042102,15,0.6473204734204323,0,0,0
87.93576944986901,1,0.24637133314762727,1,0,3
251.98179148594005,17,0.3948569655282109,0,0,0
170.25020922584514,0,0.6833036526040215,0,1,2
143.6128672383104,17,0.8917917114831578,2,0,3
260.48108517432274,7,0.3155474736449152,0,1,2
73.17486270252202,10,0.2154856219429847,0,0,1
102.27479337847842,23,0.5936959788158558,0,0,0
166.31442438251153,23,0.06719709810271313,1,0,3
162.15316724778904,14,0.7145417014500052,0,0,0
34.067645943873046,15,0.7031385432874808,0,0,0
94.43691308840918,16,0.3549660309861551,1,0,3
117.35986962892851,16,0.8926776533449017,0,0,0
179.56844336254142,11,0.5021811415391275,0,0,1
161.74109132140796,9,0.6457649506929368,0,0,1
125.7914371201047,19,0.20957848193833784,0,0,0
17.12840655248005,5,0.41734033516,0,0,1
130.61369555611685,7,0.8624175402697681,0,0,1
139.65112222281786,12,0.2129395476323428,0,0,0
583.8398231026297,1,0.3905743775924688,0,0,1
114.43678181045065,18,0.31807654442812994,0,0,0
166.9647617971198,21,0.15111018486478012,2,0,3
289.6170207104772,9,0.28971791812753556,1,0,3
227.04581571778886,3,0.23277228357521673,0,0,1
337.02436644891833,11,0.9235936304613274,0,1,2
34.63297755261492,17,0.741078804542796,0,0,0
54.96495153282605,6,0.3161015817828243,0,0,1
82.98136355537815,19,0.7633390532427098,0,0,0
28.745375588180377,23,0.022139953033871396,0,0,0
140.5405834886518,23,0.5265247107711399,0,1,2
59.134216845641355,22,0.2503345637346731,0,0,0
366.0166997345672,3,0.11432207180851417,0,0,1
67.69607043562314,6,0.8837585283384886,0,1,2
102.76025742957117,9,0.1993405342625726,0,0,1
236.23697277634022,14,0.8223910929462823,0,0,0
42.33104455739948,11,0.4132226774917712,0,0,1
