amount,transaction_hour,merchant_risk,card_age_months,chargeback_count,foreign_txn,anomaly_label,anomaly_score
191.49435118953892,20,0.7144484939393951,12,1,0,0,0.5223287948759439
119.557178417247,22,0.4024307256477919,25,0,0,0,0.44551542437673847
110.58268674967628,17,0.18798387207603384,38,0,0,0,0.4313134927866209
110.58418354654405,20,0.5408595788250777,48,0,0,0,0.4103182769039083
371.97715297845207,15,0.225336911454328,82,1,0,0,0.5286392217383803
229.33649847713778,10,0.9742875560126001,83,0,1,0,0.5590410074866061
90.48624013927193,9,0.3903399140119541,55,0,0,0,0.40880068561071664
197.58515787449707,8,0.9096649716091162,3,0,0,0,0.4812552413415813
159.91682112517174,11,0.2255539966036243,99,0,0,0,0.4330312300248241
17.273195479246834,18,0.18920900530577645,69,0,0,0,0.46190967612553113
53.6993826150165,0,0.6169011290397374,35,0,0,0,0.4717117060440133
168.49325098785306,17,0.7793790783033206,51,0,1,0,0.502705000112581
349.21414939868225,13,0.5667645638523757,27,0,1,0,0.569559912330134
111.34817479673168,21,0.22979568360525937,37,0,1,0,0.5254674684990222
84.64219512434428,20,0.03789436288399606,110,1,1,1,0.6198838770792743
145.12060331777326,0,0.6182888211910051,85,1,1,1,0.6129800307578438
80.42275845744781,16,0.1310372253655483,16,0,1,0,0.53398674080703
105.41931049113508,10,0.3431763870323312,92,0,0,0,0.42715056973287185
131.94419831522117,19,0.6757847536712315,25,0,0,0,0.42424791047394034
51.210984387510685,14,0.09802344058293189,33,0,0,0,0.4559508908612435
237.60480753705113,3,0.1272514797839558,62,0,0,0,0.45915042184384613
42.814515702323206,14,0.06166620730740413,17,0,0,0,0.47473844016753214
37.82347550677387,21,0.9960791289068266,43,0,0,0,0.4745432791415333
154.7160334310508,21,0.38707676860158124,30,0,0,0,0.4276843306748836
225.06830463832404,13,0.9057951677346345,41,0,0,0,0.4387260301964835
151.82684594856565,21,0.2935856384242821,117,0,0,0,0.4701474961622243
121.74233416676806,0,0.7532025651404958,4,0,0,0,0.4915654449539344
104.59051479867794,8,0.2190666163123789,66,0,0,0,0.42075960866589035
91.19278645493203,6,0.49832470964825026,60,0,0,0,0.4147286295779865
275.023944041556,22,0.8246157392957796,9,0,0,0,0.48467857304912193
169.68351515119377,10,0.8163343988950826,118,0,0,0,0.47476118577123094
97.38550509269233,22,0.7942807173626745,31,0,0,0,0.4482216341866674
74.92852234492457,1,0.8237344130385529,89,0,0,0,0.473606525454626
207.00951653662992,1,0.21147228130587925,101,0,0,0,0.49004260390971166
270.6753338721774,5,0.48221627256038646,100,0,0,0,0.4610947244039522
254.49678254423108,22,0.4848714745971586,119,0,0,0,0.504552355308453
64.08376385690775,18,0.8905024873479125,69,0,0,0,0.4420464444663253
103.87982410300994,19,0.2968918293994288,24,1,0,0,0.5130688618695189
89.71479740160788,13,0.9314958933890483,24,0,0,0,0.4400968652643864
115.06304926287909,2,0.45079573630609904,93,1,1,0,0.5979831250382703
236.0870818690605,6,0.6697870031774188,114,0,0,0,0.46928539239189543
328.18099657657683,6,0.26888311227933437,45,2,0,1,0.6224423760345258
174.27897122467988,3,0.4102981068313073,95,0,1,0,0.5257042368802635
77.18756984737738,22,0.7098009320691404,37,0,1,0,0.5428698948892684
129.66735719111233,4,0.5127471418510093,58,0,0,0,0.42423099572164075
369.00316280588675,16,0.9307080116883338,83,1,0,0,0.552089943507471
142.52708812430822,3,0.7371249658974774,23,1,0,0,0.515693921992569
104.77477620604617,22,0.5644029255105999,35,0,0,0,0.43565496880409504
111.90820894410228,12,0.8866697566522082,63,0,0,0,0.42777922956741243
173.72106912384098,15,0.6655563887887443,118,0,0,0,0.45131275954255246
66.05053876042102,15,0.6473204734204323,114,0,0,0,0.4416249590358641
87.93576944986901,1,0.24637133314762727,6,1,0,0,0.554902047900221
251.98179148594005,17,0.3948569655282109,6,0,0,0,0.46003462177174226
170.25020922584514,0,0.6833036526040215,101,0,1,0,0.5570121412955635
143.6128672383104,17,0.8917917114831578,30,2,0,0,0.6105335214834158
260.48108517432274,7,0.3155474736449152,1,0,1,0,0.5786463230872025
73.17486270252202,10,0.2154856219429847,63,0,0,0,0.4337382182193317
102.27479337847842,23,0.5936959788158558,8,0,0,0,0.47144261727392883
166.31442438251153,23,0.06719709810271313,28,1,0,0,0.5449792856956208
162.15316724778904,14,0.7145417014500052,89,0,0,0,0.41931136161575183
34.067645943873046,15,0.7031385432874808,33,0,0,0,0.43209313045895104
94.43691308840918,16,0.3549660309861551,53,1,0,0,0.47750291677020745
117.35986962892851,16,0.8926776533449017,38,0,0,0,0.4294874359623173
179.56844336254142,11,0.5021811415391275,52,0,0,0,0.41240955224335885
161.74109132140796,9,0.6457649506929368,78,0,0,0,0.42075223578827303
125.7914371201047,19,0.20957848193833784,11,0,0,0,0.44620830391066574
17.12840655248005,5,0.41734033516,2,0,0,0,0.4962679423455652
130.61369555611685,7,0.8624175402697681,53,0,0,0,0.42131095433932575
139.65112222281786,12,0.2129395476323428,94,0,0,0,0.43419431226130983
583.8398231026297,1,0.3905743775924688,94,0,0,0,0.5901948592556338
114.43678181045065,18,0.31807654442812994,68,0,0,0,0.4206885635960086
166.9647617971198,21,0.15111018486478012,77,2,0,1,0.6119653930532079
289.6170207104772,9,0.28971791812753556,7,1,0,0,0.5432684447223808
227.04581571778886,3,0.23277228357521673,102,0,0,0,0.47235456899322215
337.02436644891833,11,0.9235936304613274,67,0,1,0,0.5697757614324584
34.63297755261492,17,0.741078804542796,9,0,0,0,0.46925957238421234
54.96495153282605,6,0.3161015817828243,78,0,0,0,0.426985909634819
82.98136355537815,19,0.7633390532427098,116,0,0,0,0.4634499274696332
28.745375588180377,23,0.022139953033871396,63,0,0,0,0.5115029359684431
140.5405834886518,23,0.5265247107711399,11,0,1,0,0.576479997970401
59.134216845641355,22,0.2503345637346731,37,0,0,0,0.46327995168093317
366.0166997345672,3,0.11432207180851417,14,0,0,0,0.5249556364184719
67.69607043562314,6,0.8837585283384886,19,0,1,0,0.546530159887228
102.76025742957117,9,0.1993405342625726,8,0,0,0,0.455800508031648
236.23697277634022,14,0.8223910929462823,7,0,0,0,0.46143339570563346
42.33104455739948,11,0.4132226774917712,59,0,0,0,0.4255392003289791
26.68665319279929,0,0.01429077004070034,63,0,0,0,0.5267226230840466
153.325739502209,19,0.7325328293010253,7,0,0,0,0.45966293757298704
162.01523885998026,17,0.5963597582193679,55,0,1,0,0.5035770720259722
231.47637118590643,15,0.3441718831678193,3,0,0,0,0.45640749812533277
194.83017760221983,4,0.28154593392626337,67,1,0,0,0.5015850712034633
166.41789364562314,18,0.07369125237043472,18,0,0,0,0.45943713600344027
74.71051335633811,3,0.9414255948352722,45,0,0,0,0.4596109109090696
158.78759293095553,5,0.4939848846920857,97,0,0,0,0.4314123887194376
165.9499408128562,16,0.08552451757610802,101,1,0,0,0.5230938305516812
72.32674342468141,6,0.8686797177444705,92,0,0,0,0.4424053566767053
433.76604158227417,23,0.2788331728178167,36,0,0,0,0.5414736634804284
188.50188566144877,22,0.20360271573465483,16,0,0,0,0.471762412669119
55.87693963763172,6,0.28093743834221874,79,0,0,0,0.4287247993651404
232.26223241618095,8,0.5645714586071113,29,0,0,0,0.43146154235016365
259.63161123231197,12,0.0740564844970365,59,0,0,0,0.4518622436370315
180.67026790091325,19,0.48175690912267644,18,0,1,0,0.5395516283090971
109.56158705111442,13,0.8957434451243126,49,0,0,0,0.4214705696605139
69.6548276836968,15,0.18817159584612386,110,0,0,0,0.45374851076623957
125.52777570816785,22,0.33118877215224385,46,0,0,0,0.43922046135140513
171.76207565778415,8,0.39612196505165276,83,0,0,0,0.41580823546516504
134.68067597533192,14,0.5862207115272452,29,1,0,0,0.47172251598536663
346.8421773590092,4,0.9192542465263115,70,0,0,0,0.48618098423847145
208.95302686776446,17,0.3945392082424255,109,0,0,0,0.4468352786892814
62.95360435023455,20,0.06915284067776362,50,0,0,0,0.44915346710556986
50.495012386337905,19,0.3479508614309924,111,0,1,0,0.5401172276565892
189.62808920138332,7,0.1900854125998448,55,0,0,0,0.42904662701917534
111.56020207754806,14,0.6517744788191033,27,0,1,0,0.5017116819112516
221.50497169514878,20,0.029262109167332184,7,1,1,1,0.6455966056162737
188.42445028691938,8,0.2919299710730734,91,0,0,0,0.42458685367527765
125.95215035410084,18,0.5451735072326199,83,0,1,0,0.5187311502144517
63.60485448480454,21,0.2773342060495543,81,0,0,0,0.44530857545841623
30.09597797492176,5,0.5509952833452542,41,0,1,0,0.5388938807565311
156.68965933582317,3,0.11471232218718319,11,0,0,0,0.47651909648251217
41.620122689522574,10,0.9428054879896225,5,0,0,0,0.5058443422766312
61.29633035245577,9,0.2909068073298867,66,0,0,0,0.42168279415236226
149.84850239893183,2,0.9230008393898834,111,0,0,0,0.49873431262584117
139.43591004154337,0,0.3258354395041454,56,0,0,0,0.4569128936005824
46.69775651787856,11,0.7818401911729878,12,0,1,0,0.5474622380417722
279.3861250818843,22,0.24618735746125298,42,2,1,1,0.6922823905654633
274.4686744358727,14,0.6697689023896012,106,1,0,0,0.5246388896802442
193.91313667006915,14,0.32371621382276716,116,0,0,0,0.4512624190539505
193.74755632783845,20,0.5091591292096588,75,0,0,0,0.4233441259904675
193.91478313045852,13,0.6738141457636807,10,0,0,0,0.44071756968843684
258.1247957485651,6,0.5888825052029606,28,0,0,0,0.4469272956258428
212.5580288662599,16,0.5762805932836943,7,0,0,0,0.4503168572940479
68.3838248598029,23,0.06568083565761729,14,0,0,0,0.4917582180660477
110.33987845634562,18,0.24907683217159182,77,0,0,0,0.4268729747448861
543.722575857959,6,0.5718392898565416,69,0,0,0,0.553605647792294
18.51874552570162,2,0.01831720721572505,61,3,0,1,0.6537909061979924
90.29037675755659,2,0.25064425511597965,51,0,0,0,0.442087974661108
280.3850044822637,17,0.22918523943119673,42,0,0,0,0.44832359817403344
72.26134609886694,19,0.24985611016083442,8,0,0,0,0.45587363955250143
216.55834306793787,21,0.5356094995666537,50,1,0,0,0.499860744609232
138.09557107174842,13,0.5819603540191924,1,0,0,0,0.44376164587460465
76.72359336237137,2,0.9089979943728113,69,0,0,0,0.4648132915023535
14.48089736969269,6,0.3860310490262192,11,0,0,0,0.46981169070357
153.53220159483743,6,0.9265789171431259,116,0,0,0,0.4899468590051801
67.08874571862754,4,0.6519543449841703,107,0,0,0,0.449627428828758
121.8309900219846,2,0.9126603959005557,48,0,0,0,0.45900992736129204
192.58407759406208,17,0.8334721016800484,10,0,0,0,0.4562867676845349
244.22498386776624,14,0.6875824434076875,15,1,1,0,0.6111912150404839
90.0505884619219,19,0.35610589951895943,103,0,0,0,0.43686877639356064
76.60012922593342,13,0.2411104476852185,47,1,0,0,0.4891342992580014
40.90448623426374,3,0.22239143551203222,93,0,1,0,0.5466496568681987
252.37032579171336,23,0.9521738374562813,25,0,0,0,0.4968160923811447
494.53807804068873,7,0.9585738431293581,112,0,0,0,0.5944281054427171
270.9181106559734,20,0.7248313735243089,6,0,0,0,0.48319587073610526
311.64808421141606,12,0.8837959840764773,11,0,0,0,0.47759164326197573
72.78672764178526,21,0.9189961630790605,17,0,0,0,0.46244883223667244
184.62413320445387,7,0.5115561965193122,15,0,0,0,0.43837015050916134
230.4055599168622,14,0.6290596906251722,16,0,0,0,0.43384367733348034
53.051087794505705,16,0.4187544979202146,56,0,0,0,0.4183555239852067
382.9721717012769,4,0.4184907642852631,66,0,0,0,0.4832714076859993
33.45707468807867,19,0.03842891864461462,36,0,0,0,0.4742523635595261
344.4525612716627,3,0.4338214604848055,83,0,0,0,0.47395657339004327
33.22257021575367,10,0.6734898115131833,38,0,0,0,0.4348467901081928
55.483012795582,17,0.42198216610657113,114,1,0,0,0.5160251069445292
186.98003945090701,9,0.8724096768769565,85,0,0,0,0.4439667188409023
140.67317106175568,16,0.33256295240701816,75,0,0,0,0.41190676880206023
97.36613065416088,14,0.13268204656084948,105,0,0,0,0.4595194891352621
373.37150443118725,5,0.8115586907290594,3,0,0,0,0.5210726639553148
41.99781504816463,22,0.673947918328592,98,0,0,0,0.47527331577418874
118.26337604477277,20,0.2418194823205818,18,0,0,0,0.4420786777169689
203.79160723991237,15,0.536451256042233,79,1,0,0,0.47057689318757756
164.51047281640254,14,0.40185233859379244,89,0,0,0,0.4156839534017444
78.80716569615674,7,0.9388597764356578,54,0,0,0,0.4394565153986637
81.25684671723494,8,0.607332090920629,114,0,0,0,0.4449953360801096
241.73599378070182,10,0.1583892611869916,115,0,0,0,0.47578499183530176
249.49530550926164,1,0.5021484526369852,79,0,0,0,0.4627223002140399
167.65590662630854,12,0.8625568325238507,94,0,1,0,0.5188767235391475
64.73375497324184,3,0.6714966700324616,17,0,0,0,0.4601810801675411
83.4427113529351,8,0.8424520760986562,82,0,0,0,0.42185837683365596
131.18625507708222,4,0.2503993138656403,95,0,0,0,0.43813832556332744
145.82164591345781,18,0.8883513770475419,114,0,0,0,0.4660920743607971
198.1948894782471,21,0.7556113318241721,107,0,0,0,0.47099819665902853
113.52217781145436,2,0.7289137554380787,82,0,0,0,0.4488188838973969
238.0409786001777,20,0.3465410697635244,119,0,0,0,0.4889670919622793
236.23582629396105,2,0.8876580637605281,99,0,0,0,0.4924991141475745
318.71629464628194,5,0.6379793773932165,13,0,0,0,0.4766376213451306
135.5143863389566,9,0.8518394768628025,63,0,0,0,0.42618354339034925
169.69350736213113,4,0.3609714559862718,14,0,0,0,0.44801607402165883
120.33881652912785,2,0.1456520910643565,59,0,0,0,0.44415636095364275
65.42357460135992,21,0.3323371802203223,36,0,0,0,0.43390255475176903
